student_id,gender,ethnicity,city,district,program_start,program_status,programEnd,grad_date,feeder_id
1,F,Creole,Belmopan City,Cayo,9/26/2000,Dropped,,,12
4,F,Creole,Belize City,BELIZE,8/20/2001,Graduated,5/27/2004,5/27/2004,12
89,M,Creole,Belize City,BELIZE,1/17/2005,Terminated,,,13
113,M,Creole,Belmopan City,Cayo,8/20/2001,Terminated,,,13
551,M,Mestizo,BELMOPAN,Cayo,8/20/2008,Transferred,,,13
639,M,Creole,Cayo,BELIZE,8/12/2013,Terminated,,,30
653,M,Creole,Belize City,BELIZE,8/1/2001,Terminated,1/15/2002,1/15/2002,13
749,M,East Indian,Santa Elena Town,Cayo,8/13/2007,Terminated,,,13
1217,F,Mestizo,Cayo,Cayo,1/18/2001,Graduated,5/27/2004,5/27/2004,10
1303,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/19/2002,Graduated,5/19/2006,5/19/2006,13
1353,M,East Indian,CAMALOTE VILLAGE,Cayo,8/20/2001,Dropped,,,30
1652,M,Creole,Belmopan City,Cayo,8/20/2001,Terminated,,,51
2030,F,Other,Cayo,Cayo,1/19/2002,Dropped,,,11
2077,M,Creole,Belize City,BELIZE,8/20/2001,Terminated,,,22
2158,M,Garifuna,Belmopan City,Cayo,3/25/2011,Graduated,5/16/2016,5/16/2016,25
2515,M,Mestizo,ORANGE WALK,ORANGE WALK,8/13/2007,Transferred,,,10
2694,M,Creole,,Cayo,8/1/2022,Dropped,,,11
2788,M,Creole,Belmopan City,Cayo,5/27/2011,Terminated,,,13
2792,M,Creole,Belmopan City,Cayo,1/16/2006,Graduated,5/19/2006,5/19/2006,13
3136,M,Creole,Belize City,BELIZE,8/19/2013,Terminated,,,10
3301,M,Mestizo,Belize City,BELIZE,8/20/2001,Terminated,,,
3573,M,Mayan,ROARING CREEK VILLAGE,Cayo,8/19/2002,Dropped,,,30
3593,F,Mestizo,COROZAL TOWN,COROZAL,8/6/2002,Dropped,,,10
3641,M,Creole,INDEPENDENCE VILLAGE,STANN CREEK,1/19/2009,Terminated,,,13
3845,F,Mestizo,Belmopan City,Cayo,8/6/2002,Graduated,12/11/2004,12/11/2004,33
3864,M,Creole,LADYVILLE VILLAGE,BELIZE,7/30/2004,Dropped,,,
3874,M,Creole,Belize City,BELIZE,8/17/2009,Transferred,,,13
3880,F,Creole,PUNTA GORDA,TOLEDO,8/6/2002,Dropped,,,10
4258,M,Creole,Belize City,BELIZE,8/14/2006,Graduated,5/24/2011,5/24/2011,10
4369,M,Creole,DANGRIGA TOWN,STANN CREEK,5/18/2010,Dropped,,,13
4395,M,Ketchi,Belmopan City,Cayo,8/15/2005,Dropped,,,13
4396,F,Garifuna,PUNTA GORDA,TOLEDO,8/18/2008,Transferred,,,13
4407,M,Other,Belize City,BELIZE,8/16/2002,Graduated,5/30/2005,5/30/2005,
4446,F,Other,Belmopan City,Cayo,8/16/2004,Graduated,5/19/2006,5/19/2006,13
4484,M,Mestizo,,Cayo,8/18/2003,Graduated,5/30/2005,5/30/2005,13
4508,F,Garifuna,PUNTA GORDA,TOLEDO,1/13/2003,Dropped,,,
4518,M,Creole,Belmopan City,Cayo,8/18/2003,Graduated,5/30/2005,5/30/2005,13
4538,M,Oriental,Belize City,BELIZE,1/13/2003,Graduated,5/19/2006,5/19/2006,58
4566,M,Mestizo,Belmopan City,Cayo,1/13/2003,Graduated,5/19/2006,5/19/2006,7
4584,M,Creole,Belize City,BELIZE,8/18/2008,Terminated,,,13
4602,M,Mayan,Belmopan City,Cayo,8/18/2003,Graduated,5/19/2008,5/19/2008,30
4639,M,Mestizo,Belmopan City,Cayo,8/18/2003,Graduated,5/19/2008,5/19/2008,30
4672,F,Mestizo,,BELIZE,8/18/2003,Graduated,5/19/2006,5/19/2006,27
4699,M,Creole,,Cayo,8/18/2003,Dropped,,,22
4706,M,Creole,Belmopan City,Cayo,1/1/2021,In Process,,,13
4716,M,Mestizo,BELMOPAN,Cayo,8/16/2004,Graduated,5/18/2007,5/18/2007,13
4751,M,Mestizo,,BELIZE,8/18/2003,Dropped,,,20
4758,M,Garifuna,Belmopan City,Cayo,8/18/2003,Graduated,5/19/2008,5/19/2008,36
4788,M,Creole,Belize City,BELIZE,8/13/2007,Terminated,,,10
4798,F,East Indian,LADYVILLE VILLAGE,BELIZE,8/18/2003,Terminated,,,12
4818,M,Creole,Belize City,BELIZE,8/18/2003,Terminated,,,20
4829,M,Mestizo,Belize City,BELIZE,8/18/2003,Terminated,,,40
4859,F,Creole,Belize City,BELIZE,8/13/2007,Dropped,,,10
4869,M,Mestizo,SAN NARCISO VILLAGE,COROZAL,8/18/2003,Terminated,,,28
4880,M,Creole,INDEPENDENCE VILLAGE,STANN CREEK,8/18/2003,Graduated,5/19/2006,5/19/2006,36
4920,F,Garifuna,Belize City,BELIZE,8/18/2008,Transferred,,,13
4929,M,Ketchi,Belmopan City,Cayo,1/14/2008,Terminated,,,45
4934,M,Garifuna,COROZAL DISTRICT,COROZAL,8/18/2003,Graduated,5/19/2008,5/19/2008,72
4963,F,Oriental,DANGRIGA TOWN,STANN CREEK,8/18/2003,Graduated,5/30/2005,5/30/2005,25
4987,M,Creole,Belmopan City,Cayo,8/18/2003,Graduated,5/19/2006,5/19/2006,30
5016,M,Creole,Belize City,BELIZE,8/18/2003,Terminated,,,10
5031,M,Garifuna,Belize City,BELIZE,12/15/2005,Terminated,,,40
5055,M,Mayan,TOLEDO DISTRICT,TOLEDO,1/17/2011,Dropped,,,13
5091,M,Mestizo,,Cayo,8/18/2003,Graduated,5/30/2005,5/30/2005,27
5116,M,Creole,Belmopan City,Cayo,8/13/2007,Terminated,,,13
5125,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/18/2003,Terminated,,,32
5142,F,Creole,ROARING CREEK VILLAGE,Cayo,1/17/2005,Dropped,,,30
5148,M,Mayan,ROARING CREEK VILLAGE,Cayo,8/18/2003,Graduated,12/7/2006,12/7/2006,10
5165,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/18/2003,Dropped,,,71
5167,M,Mestizo,Belmopan City,Cayo,8/16/2004,Terminated,,,13
5181,F,Mestizo,SANTA ELENA,Cayo,8/18/2003,Terminated,,,27
5207,M,Mestizo,BULLET TREE FALLS,Cayo,8/18/2003,Graduated,5/19/2006,5/19/2006,21
5237,F,Creole,DANGRIGA TOWN,STANN CREEK,8/18/2003,Graduated,5/30/2005,5/30/2005,25
5261,M,Oriental,Belmopan City,Cayo,8/18/2003,Terminated,,,
5265,F,Creole,Belmopan City,Cayo,8/18/2003,Terminated,,,30
5287,M,Oriental,BENQUE VIEJO DEL CARMEN,Cayo,8/18/2003,Graduated,12/7/2006,12/7/2006,13
5320,F,Oriental,Belmopan City,Cayo,8/17/2009,Graduated,5/24/2011,5/24/2011,13
5337,F,Mestizo,Belmopan City,Cayo,8/18/2003,Dropped,,,30
5359,M,Oriental,ORANGE WALK,ORANGE WALK,8/15/2005,Dropped,,,10
5385,F,Creole,Belmopan City,Cayo,8/14/2006,Terminated,,,13
5388,M,Creole,CAMALOTE VILLAGE,Cayo,1/20/2014,Terminated,,,6
5394,M,Creole,Belize City,BELIZE,1/17/2005,Dropped,,,10
5400,F,Creole,Belmopan City,Cayo,6/29/2005,Terminated,,,13
5455,M,Mestizo,Belize City,BELIZE,7/30/2004,Terminated,,,
5464,M,Garifuna,Belize City,BELIZE,8/1/2019,In Process,,,22
5483,M,Creole,HATTIEVILLE VILLAGE,BELIZE,5/27/2012,Terminated,,,20
5501,M,Other,Belize City,BELIZE,8/15/2005,Graduated,5/18/2007,5/18/2007,10
5523,M,Creole,Belize City,BELIZE,7/30/2004,Terminated,,,
5529,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/16/2004,Terminated,,,
5546,F,Creole,,ORANGE WALK,8/16/2004,Terminated,,,
5555,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,7/30/2004,Terminated,,,
5570,M,Creole,Belize City,BELIZE,8/18/2008,Transferred,,,10
5576,F,Mayan,TOLEDO DISTRICT,TOLEDO,8/16/2004,Dropped,,,18
5595,F,Mayan,TOLEDO DISTRICT,TOLEDO,7/30/2004,Terminated,,,
5606,M,Garifuna,Belize City,BELIZE,7/30/2004,Terminated,,,
5616,M,Other,Belize City,BELIZE,8/16/2004,Graduated,5/19/2006,5/19/2006,
5642,M,Mestizo,,ORANGE WALK,8/15/2005,Dropped,,,13
5661,M,Other,Belmopan City,Cayo,8/16/2004,Graduated,5/19/2006,5/19/2006,
5686,M,Creole,Belmopan City,Cayo,7/30/2004,Terminated,,,
5696,F,Mestizo,Belmopan City,Cayo,8/16/2004,Dropped,,,49
5702,M,Creole,Belmopan City,Cayo,8/18/2008,Terminated,,,30
5713,M,Unknown,Belmopan City,Cayo,8/16/2004,Transferred,,,
5735,M,Mestizo,Belmopan City,Cayo,7/30/2004,Transferred,,,
5763,M,Mestizo,Cayo,Cayo,8/16/2004,Graduated,5/26/2009,5/26/2009,21
5800,M,Creole,Belize City,BELIZE,8/16/2004,Terminated,,,22
5819,M,Oriental,ORANGE WALK TOWN,ORANGE WALK,8/16/2004,Dropped,,,
5826,F,Creole,INDEPENDENCE VILLAGE,STANN CREEK,8/16/2004,Dropped,,,
5833,F,Creole,INDEPENDENCE VILLAGE,STANN CREEK,7/30/2004,Terminated,,,
5845,M,Creole,Belmopan City,Cayo,8/16/2004,Graduated,5/18/2007,5/18/2007,30
5874,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/16/2004,Graduated,5/19/2006,5/19/2006,
5900,M,Garifuna,Belmopan City,Cayo,8/15/2005,Graduated,5/19/2008,5/19/2008,13
5923,M,Mestizo,Belmopan City,Cayo,8/16/2004,Graduated,5/19/2006,5/19/2006,30
5948,M,Oriental,COROZAL,COROZAL,8/16/2004,Graduated,5/19/2006,5/19/2006,51
5973,M,Oriental,Belmopan City,Cayo,1/5/2005,Terminated,,,
5976,M,Mestizo,Cayo,BELIZE,7/30/2004,Terminated,,,
5987,M,Mestizo,Belmopan City,Cayo,7/30/2004,Terminated,,,
6013,M,Creole,INDEPENDENCE VILLAGE,STANN CREEK,7/30/2004,Terminated,,,
6018,M,East Indian,STANN CREEK DISTRICT,STANN CREEK,8/16/2004,Terminated,,,10
6069,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,1/17/2005,Dropped,,,13
6081,F,Mestizo,SAN IGNACIO,Cayo,1/26/2004,Graduated,5/19/2006,5/19/2006,13
6096,F,Mestizo,SAN IGNACIO,Cayo,1/17/2005,Graduated,5/19/2006,5/19/2006,13
6111,M,Creole,Belize City,BELIZE,8/16/2004,Graduated,5/19/2006,5/19/2006,10
6128,M,Other,Belize City,BELIZE,8/16/2004,Graduated,5/19/2006,5/19/2006,
6153,M,Garifuna,Belize City,BELIZE,1/17/2005,Graduated,7/24/2009,7/24/2009,10
6191,M,Other,Belize City,BELIZE,1/5/2005,Terminated,,,
6195,M,East Indian,Belize City,BELIZE,1/17/2005,Dropped,,,12
6229,F,Creole,Cayo,BELIZE,1/6/2005,Terminated,,,27
6243,M,Creole,Belmopan City,Cayo,1/6/2005,Terminated,,,10
6260,M,Mestizo,ORANGE WALK,ORANGE WALK,1/26/2005,Dropped,,,71
6287,F,Oriental,Belize City,BELIZE,1/17/2005,Terminated,,,
6300,F,Creole,CAMALOTE VILLAGE,Cayo,1/6/2005,Dropped,,,30
6309,M,Garifuna,Cayo,BELIZE,1/6/2005,Terminated,,,
6316,F,Creole,SANTA ELENA,Cayo,1/17/2005,Dropped,,,70
6321,M,Caucasian,Belmopan City,Cayo,1/5/2005,Dropped,,,30
6332,M,Mestizo,Belmopan City,Cayo,1/17/2005,Graduated,7/24/2009,7/24/2009,38
6366,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/15/2005,Dropped,,,13
6373,M,Mayan,TOLEDO,BELIZE,8/18/2008,Terminated,,,45
6404,M,Mestizo,ORANGE WALK,ORANGE WALK,8/15/2005,Terminated,,,26
6423,M,Creole,Belize City,BELIZE,8/15/2005,Graduated,5/26/2009,5/26/2009,20
6461,F,Creole,Belize City,BELIZE,6/2/2005,Dropped,,,22
6467,M,Creole,Belize City,BELIZE,8/15/2005,Graduated,5/22/2012,5/22/2012,20
6498,M,Mestizo,SAN IGNACIO,Cayo,8/1/2022,In Process,,,63
6524,F,Creole,ORANGE WALK,ORANGE WALK,8/15/2005,Transferred,,,33
6554,F,Creole,SAN PEDRO TOWN,BELIZE,8/15/2016,Dropped,,,67
6591,M,Mestizo,ORANGE WALK,ORANGE WALK,8/14/2006,Dropped,,,13
6599,F,Mestizo,,STANN CREEK,8/13/2007,Transferred,,,2
6611,F,Mestizo,,NULL,8/20/2008,Terminated,,,13
6623,M,Creole,SANTA ELENA,Cayo,8/15/2005,Graduated,5/22/2012,5/22/2012,27
6666,M,Garifuna,DANGRIGA TOWN,STANN CREEK,6/2/2005,Terminated,,,25
6672,M,Mestizo,,Cayo,8/19/2013,Terminated,,,13
6674,M,Creole,Belize City,BELIZE,8/15/2005,Transferred,,,63
6713,M,Creole,Belize City,BELIZE,8/15/2005,Dropped,,,40
6720,M,Oriental,Belmopan City,Cayo,8/15/2005,Transferred,,,49
6743,M,Garifuna,DANGRIGA TOWN,STANN CREEK,1/14/2008,Terminated,,,13
6756,M,Creole,Belmopan City,Cayo,8/15/2005,Dropped,,,30
6762,M,Other,Belmopan City,Cayo,8/15/2005,Graduated,5/16/2008,5/16/2008,30
6793,M,Other,Belmopan City,Cayo,1/16/2006,Graduated,5/19/2008,5/19/2008,13
6816,M,East Indian,BELMOPAN,Cayo,8/1/2020,In Process,,,30
6848,M,Mestizo,Belmopan City,Cayo,8/18/2014,Terminated,,,
6853,F,Mestizo,SANTA ELENA,Cayo,6/2/2005,Terminated,,,27
6880,M,Mayan,Belmopan City,Cayo,6/2/2005,Terminated,,,49
6887,F,Garifuna,STANN CREEK,STANN CREEK,8/15/2005,Transferred,,,36
6896,M,Creole,Cayo,BELIZE,5/31/2005,Dropped,,,30
6904,M,Oriental,Belmopan City,Cayo,8/15/2005,Transferred,,,49
6934,M,Creole,JANE USHER AREA,BELIZE,8/20/2008,Graduated,5/25/2010,5/25/2010,13
6960,M,Mayan,Belmopan City,Cayo,8/15/2005,Transferred,,,72
7018,F,East Indian,PUNTA GORDA,TOLEDO,6/2/2005,Dropped,,,10
7020,M,Caucasian,Belmopan City,Cayo,6/2/2005,Terminated,,,49
7026,M,Creole,PUNTA GORDA,TOLEDO,1/16/2006,Dropped,,,13
7065,M,Other,Belize City,BELIZE,8/15/2005,Dropped,,,20
7079,M,Garifuna,Belize City,BELIZE,8/15/2005,Terminated,,,48
7090,M,Creole,STANN CREEK DISTRICT,BELIZE,6/2/2005,Terminated,,,30
7096,M,Mestizo,ORANGE WALK,ORANGE WALK,8/15/2005,Transferred,,,47
7126,M,Creole,LORDS BANK   VILLAGE,BELIZE,6/2/2005,Dropped,,,22
7135,M,Mestizo,Belmopan City,Cayo,8/17/2015,in process,,,30
7186,F,Mestizo,,BELIZE,8/15/2005,Graduated,12/14/2007,12/14/2007,32
7217,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/15/2005,Dropped,,,33
7226,F,Mestizo,SAN IGNACIO,Cayo,8/15/2005,Graduated,7/21/2007,7/21/2007,27
7253,M,Creole,Belmopan City,Cayo,6/2/2005,Terminated,,,30
7258,M,Mestizo,Belmopan City,Cayo,8/12/2013,Graduated,5/14/2018,5/14/2018,13
7293,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/15/2005,Terminated,,,32
7335,F,Mayan,,TOLEDO,6/2/2005,Dropped,,,18
7340,M,Mestizo,,COROZAL,8/12/2013,Graduated,7/25/2014,7/25/2014,13
7407,M,Mestizo,TOLEDO DISTRICT,TOLEDO,6/9/2005,Transferred,,,18
7424,M,Mayan,TOLEDO,TOLEDO,6/10/2005,Terminated,,,45
7430,M,Creole,Belize City,BELIZE,1/16/2006,Terminated,,,13
7439,F,Ketchi,STANN CREEK,STANN CREEK,8/15/2005,Dropped,,,36
7448,M,Creole,Belize City,BELIZE,6/30/2005,Dropped,,,12
7452,F,Creole,Belize City,BELIZE,7/4/2005,Terminated,,,20
7457,M,Mayan,PUNTA GORDA,TOLEDO,8/1/2018,Terminated,,,45
7467,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,1/20/2013,Transferred,,,11
7477,M,Other,ORANGE WALK TOWN,ORANGE WALK,11/7/2005,Terminated,,,58
7492,M,Mestizo,BELMOPAN,Cayo,1/16/2006,Dropped,,,47
7505,M,Creole,Belize City,BELIZE,8/14/2006,Dropped,,,22
7512,M,Creole,Belize City,BELIZE,5/9/2006,Terminated,,,48
7535,M,Creole,Belmopan City,Cayo,8/14/2006,Graduated,5/26/2009,5/26/2009,72
7575,M,Mestizo,LADYVILLE VILLAGE,BELIZE,5/31/2006,Terminated,,,37
7581,M,Creole,DANGRIGA TOWN,STANN CREEK,8/14/2006,Terminated,,,25
7631,M,Creole,INDEPENDENCE VILLAGE,STANN CREEK,8/14/2006,Transferred,,,36
7662,M,Oriental,Belmopan City,Cayo,1/15/2007,Graduated,5/19/2008,5/19/2008,13
7687,M,Oriental,ORANGE WALK TOWN,ORANGE WALK,8/13/2007,Terminated,,,13
7707,M,Creole,SANTA ELENA,Cayo,8/15/2016,Terminated,,,13
7710,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/14/2006,Dropped,,,32
7746,F,Mestizo,Belmopan City,Cayo,2/10/2006,Terminated,,,30
7755,F,Mestizo,SAN IGNACIO,Cayo,2/10/2006,Transferred,,,27
7770,M,Oriental,Belmopan City,Cayo,8/14/2006,Graduated,5/25/2010,5/25/2010,30
7800,M,Mestizo,Belize City,BELIZE,8/14/2006,Graduated,12/12/2011,12/12/2011,37
7842,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,4/24/2006,Transferred,,,27
7869,M,Creole,DANGRIGA TOWN,STANN CREEK,1/24/2006,Graduated,5/25/2010,5/25/2010,25
7902,F,Creole,Belmopan City,Cayo,8/14/2006,Dropped,,,30
7914,M,Creole,LADYVILLE VILLAGE,BELIZE,8/14/2006,Graduated,5/24/2011,5/24/2011,20
7950,F,Creole,Belize City,BELIZE,8/14/2006,Terminated,,,48
7962,M,Mestizo,Belmopan City,Cayo,12/11/2006,Terminated,,,30
7973,F,Creole,Belmopan City,Cayo,1/4/2018,Dropped,,,30
8005,M,Mestizo,Belmopan City,Cayo,1/27/2006,Terminated,,,30
8013,F,Other,COROZAL TOWN,COROZAL,4/28/2006,Dropped,,,7
8016,M,Mestizo,Belize City,BELIZE,4/28/2006,Terminated,,,12
8026,M,Creole,Belize City,BELIZE,8/14/2006,Graduated,5/25/2010,5/25/2010,42
8062,F,Creole,Belize City,BELIZE,8/13/2007,Transferred,,,56
8067,F,Mestizo,DOUGLAS VILLAGE,ORANGE WALK,2/25/2006,Terminated,,,2
8073,M,Creole,STANN CREEK,STANN CREEK,8/14/2006,Graduated,5/25/2010,5/25/2010,25
8109,F,Creole,STANN CREEK,STANN CREEK,8/15/2006,Graduated,5/19/2014,5/19/2014,25
8147,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/14/2006,Dropped,,,32
8153,M,Mestizo,Belize City,BELIZE,5/30/2006,Terminated,,,48
8171,M,East Indian,Belmopan City,Cayo,8/17/2009,Terminated,,,
8182,F,Creole,Belize City,BELIZE,5/31/2012,Transferred,,,10
8205,F,Creole,SAN IGNACIO,Cayo,8/14/2006,Terminated,,,27
8221,M,Mestizo,COROZAL,COROZAL,8/18/2008,Dropped,,,13
8234,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,6/13/2006,Terminated,,,27
8241,F,Mestizo,SANTA ELENA,Cayo,2/11/2006,Terminated,,,
8247,M,Mestizo,,ORANGE WALK,8/14/2006,Graduated,12/14/2009,12/14/2009,26
8271,M,Creole,Belize City,BELIZE,8/14/2006,Terminated,,,48
8286,F,Creole,Belize City,BELIZE,5/30/2006,Dropped,,,48
8294,M,Creole,Belize City,BELIZE,8/14/2006,Terminated,,,10
8300,F,Mestizo,SAN IGNACIO,Cayo,5/18/2010,Terminated,,,11
8307,F,Mestizo,ORANGE WALK,ORANGE WALK,8/14/2006,Graduated,5/19/2008,5/19/2008,10
8326,F,Mestizo,Belmopan City,Cayo,5/31/2006,Terminated,,,
8339,M,Garifuna,Belmopan City,Cayo,8/14/2006,Graduated,5/26/2009,5/26/2009,25
8375,F,Mestizo,COROZAL,COROZAL,8/14/2006,Terminated,,,51
8397,F,Creole,SANTA ELENA,Cayo,5/29/2006,Terminated,,,32
8404,M,Creole,Belize City,BELIZE,8/18/2008,Terminated,,,13
8420,M,Mestizo,SAN IGNACIO,Cayo,7/6/2006,Terminated,,,27
8428,M,East Indian,TOLEDO,TOLEDO,8/13/2007,Dropped,,,45
8440,F,Mestizo,,STANN CREEK,1/15/2007,Terminated,,,78
8473,M,Mestizo,Cayo,Cayo,7/6/2006,Terminated,,,32
8492,M,Mestizo,BELMOPAN,Cayo,1/15/2007,Graduated,5/26/2009,5/26/2009,30
8521,M,Mestizo,Belmopan City,Cayo,8/14/2006,Terminated,,,72
8554,M,Creole,Belmopan City,Cayo,8/14/2006,Terminated,,,48
