student_id,gender,ethnicity,city,district,program_start,program_status,programEnd,grad_date,feeder_id
21420,F,Creole,Belize City,BELIZE,8/1/2022,In Process,,,37
21425,F,Creole,Belize City,BELIZE,8/1/2018,Terminated,,,22
21431,M,Creole,Belize City,BELIZE,1/1/2019,Terminated,,,10
21435,M,Creole,Belize City,BELIZE,8/1/2018,Dropped,,,20
21456,M,Garifuna,,STANN CREEK,8/1/2018,Terminated,,,25
21464,M,Creole,,Cayo,8/13/2018,Graduated,5/20/2022,5/20/2022,30
21500,M,Creole,,STANN CREEK,8/1/2018,Terminated,,,36
21509,M,Mestizo,BELMOPAN,Cayo,8/13/2018,Graduated,12/9/2021,12/9/2021,51
21539,M,Mestizo,BELMOPAN,Cayo,8/13/2018,Graduated,5/18/2020,5/18/2020,51
21570,M,Mestizo,BELMOPAN,Cayo,8/1/2018,In Process,,,30
21597,M,Mestizo,BELMOPAN,Cayo,8/1/2018,Terminated,,,66
21618,M,Mestizo,Belize City,BELIZE,8/15/2022,In Process,,,66
21629,M,Mestizo,,Cayo,8/1/2018,Terminated,,,35
21635,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/1/2018,In Process,,,25
21673,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2018,Terminated,,,27
21681,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/13/2018,Graduated,5/20/2021,5/20/2021,27
21712,M,Creole,BELMOPAN,Cayo,8/13/2018,Graduated,12/9/2021,12/9/2021,30
21741,M,Mestizo,,STANN CREEK,8/13/2018,Graduated,5/20/2022,5/20/2022,25
21779,M,Creole,Belize City,BELIZE,8/1/2018,Terminated,,,20
21780,F,Garifuna,Belize City,BELIZE,8/1/2018,Terminated,,,20
21792,M,Mestizo,SPANISH LOOKOUT,Cayo,8/1/2018,Dropped,,,21
21797,M,East Indian,PUNTA GORDA TOWN,TOLEDO,8/1/2021,In Process,,,10
21811,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/13/2018,Graduated,7/22/2022,7/22/2022,25
21852,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/1/2018,In Process,,,16
21888,F,Mestizo,,ORANGE WALK,8/13/2018,Graduated,5/20/2021,5/20/2021,26
21918,M,Creole,,BELIZE,8/1/2018,Dropped,,,20
21924,M,Mestizo,,ORANGE WALK,1/14/2019,Dropped,,,28
21935,M,Mestizo,Santa Elena Town,Cayo,8/1/2018,Terminated,,,21
21947,M,Creole,DANGRIGA TOWN,STANN CREEK,8/1/2019,Terminated,,,25
21954,F,Mestizo,BELMOPAN,Cayo,8/1/2019,Terminated,,,54
21960,M,Creole,,Cayo,8/1/2018,Terminated,,,30
21961,M,Mestizo,,Cayo,8/1/2019,Dropped,,,21
21973,M,Mestizo,,STANN CREEK,8/1/2019,Dropped,,,36
21998,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/19/2019,Graduated,5/20/2021,5/20/2021,32
22025,F,Creole,ORANGE WALK TOWN,ORANGE WALK,8/1/2019,Dropped,,,47
22039,M,Mestizo,BELMOPAN,Cayo,8/19/2019,Graduated,5/20/2022,5/20/2022,30
22065,M,Unknown,,Cayo,8/1/2019,In Process,,,32
22096,F,Mestizo,,Cayo,8/1/2019,Terminated,,,21
22106,M,Garifuna,BELMOPAN,Cayo,8/1/2019,Dropped,,,66
22113,M,Creole,Santa Elena Town,Cayo,8/19/2019,In Process,,,27
22143,M,Ketchi,,TOLEDO,8/1/2019,Dropped,,,45
22148,M,Creole,Santa Elena Town,Cayo,8/1/2019,Terminated,,,27
22149,M,Mestizo,,Cayo,8/15/2022,In Process,,,13
22157,F,Mestizo,,Cayo,8/19/2019,Graduated,5/20/2022,5/20/2022,27
22187,F,Creole,BELMOPAN,Cayo,8/1/2019,In Process,,,27
22205,F,Mestizo,PUNTA GORDA TOWN,TOLEDO,8/1/2021,In Process,,,45
22214,F,Garifuna,PUNTA GORDA TOWN,TOLEDO,8/1/2019,Terminated,,,45
22221,M,Creole,,STANN CREEK,8/1/2019,Terminated,,,25
22235,M,Mayan,Belmopan City,Cayo,8/1/2019,Terminated,,,30
22240,F,Creole,Belize City,BELIZE,8/1/2019,Terminated,,,56
22248,M,Mestizo,,COROZAL,8/19/2019,Graduated,5/20/2021,5/20/2021,52
22277,M,Creole,BELMOPAN,Cayo,8/1/2019,Terminated,,,49
22279,M,Mestizo,,BELIZE,1/1/2022,In Process,,,20
22282,M,Mayan,,TOLEDO,8/1/2019,Terminated,,,18
22297,M,East Indian,PUNTA GORDA TOWN,TOLEDO,8/1/2019,In Process,,,45
22326,M,Mestizo,DANGRIGA TOWN,STANN CREEK,8/1/2019,Terminated,,,25
22337,F,Other,PUNTA GORDA TOWN,TOLEDO,8/19/2019,Graduated,7/23/2021,7/23/2021,45
22368,M,Mayan,PUNTA GORDA TOWN,TOLEDO,8/1/2019,Dropped,,,18
22377,M,Ketchi,,TOLEDO,8/19/2019,Graduated,5/20/2022,5/20/2022,18
22411,F,Mayan,,TOLEDO,8/1/2019,Dropped,,,62
22417,M,Mestizo,BELMOPAN,Cayo,8/1/2019,In Process,,,72
22443,M,Mestizo,BELMOPAN,Cayo,8/1/2019,Dropped,,,66
22449,M,Creole,BELMOPAN,Cayo,8/1/2019,In Process,,,54
22479,M,Mestizo,BELMOPAN,Cayo,8/1/2019,In Process,,,66
22509,M,Mayan,,Cayo,8/19/2019,Graduated,5/20/2022,5/20/2022,27
22539,M,Other,Belmopan City,Cayo,8/1/2019,Terminated,,,54
22550,M,Creole,BELMOPAN,Cayo,8/19/2019,In Process,1/17/2023,1/17/2023,30
22584,F,Other,BELMOPAN,Cayo,8/17/2020,In Process,1/4/2023,1/4/2023,30
22608,M,Mestizo,BELMOPAN,Cayo,8/1/2019,Terminated,,,66
22618,F,Creole,,BELIZE,8/1/2019,Dropped,,,22
22622,M,Unknown,Belize City,BELIZE,8/1/2020,In Process,,,42
22631,M,Mestizo,,STANN CREEK,8/1/2019,Terminated,,,25
22638,M,Other,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2019,Transferred,,,38
22677,M,Creole,Santa Elena Town,Cayo,8/1/2019,Terminated,,,21
22686,M,Other,BELMOPAN,Cayo,8/15/2022,In Process,,,30
22691,M,Other,BELMOPAN,Cayo,8/19/2019,Terminated,,,72
22702,M,Mestizo,,Cayo,8/1/2019,Terminated,,,27
22704,F,Creole,,Cayo,8/1/2019,In Process,,,54
22722,M,Other,DANGRIGA TOWN,STANN CREEK,8/19/2019,Graduated,12/9/2021,12/9/2021,25
22752,M,Creole,SAN PEDRO TOWN,BELIZE,8/1/2019,Terminated,,,39
22762,M,Unknown,BELMOPAN,Cayo,8/1/2019,Terminated,,,30
22767,M,Creole,BELMOPAN,Cayo,1/1/2021,In Process,,,49
22777,M,Mestizo,,Cayo,8/1/2019,Dropped,,,38
22796,F,Creole,Santa Elena Town,Cayo,8/19/2019,Dropped,,,27
22820,M,Mestizo,Belize City,BELIZE,8/1/2019,In Process,,,63
22835,M,Mestizo,SAN IGNACIO TOWN,Cayo,8/1/2019,Terminated,,,36
22850,M,Creole,Belize City,BELIZE,8/1/2019,Dropped,,,20
22861,M,Mestizo,,BELIZE,8/1/2019,Terminated,,,10
22887,M,Other,,STANN CREEK,8/1/2019,Dropped,,,25
22910,M,Mestizo,,ORANGE WALK,8/1/2019,Terminated,,,28
22921,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2019,Terminated,,,11
22940,M,Garifuna,,STANN CREEK,8/1/2019,In Process,,,36
22968,M,Garifuna,,STANN CREEK,8/1/2019,In Process,,,36
22996,M,Creole,ORANGE WALK TOWN,ORANGE WALK,8/1/2019,Terminated,,,16
23003,F,Other,BELMOPAN,Cayo,8/1/2019,Terminated,,,49
23005,M,Mestizo,,STANN CREEK,8/19/2019,Graduated,12/9/2021,12/9/2021,25
23032,F,Creole,,BELIZE,8/1/2019,Terminated,,,48
23042,M,Garifuna,PUNTA GORDA TOWN,TOLEDO,8/1/2019,Dropped,,,45
23044,M,Other,BELMOPAN,Cayo,8/1/2019,Terminated,,,66
23051,F,Ketchi,PUNDA GORDA TOWN,TOLEDO,8/1/2019,Terminated,,,45
23061,M,Creole,,STANN CREEK,8/1/2019,Terminated,,,25
23071,M,Mestizo,BELMOPAN,Cayo,8/1/2019,Dropped,,,30
23089,F,Creole,,STANN CREEK,8/1/2019,Terminated,,,25
23097,M,Mayan,,TOLEDO,8/1/2020,Terminated,,,45
23109,M,Mestizo,,Cayo,8/1/2020,Terminated,,,24
23115,M,African,BELMOPAN,Cayo,8/1/2022,In Process,,,30
23125,M,Other,Belmopan City,Cayo,1/1/2020,In Process,,,
23149,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/1/2020,In Process,,,28
23162,M,Mestizo,Santa Elena Town,Cayo,8/1/2020,Terminated,,,27
23174,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2020,In Process,,,32
23199,M,Mestizo,SAN IGNACIO TOWN,Cayo,1/1/2022,In Process,,,27
23211,M,Mestizo,,Cayo,8/1/2020,Terminated,,,65
23217,F,Creole,BELIZE,BELIZE,8/17/2020,In Process,1/18/2023,1/18/2023,17
23248,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2020,In Process,,,21
23268,F,Other,BELMOPAN,Cayo,8/17/2020,Graduated,12/9/2022,12/9/2022,54
23300,M,Mestizo,BELMOPAN,Cayo,8/17/2020,Graduated,7/22/2022,7/22/2022,66
23330,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2021,Terminated,,,27
23332,F,East Indian,SAN IGNACIO TOWN,Cayo,8/1/2020,Dropped,,,27
23344,M,Mestizo,BELMOPAN,Cayo,8/17/2020,Graduated,5/20/2022,5/20/2022,66
23372,F,Creole,Santa Elena Town,Cayo,8/1/2020,Dropped,,,50
23388,M,East Indian,,Cayo,8/1/2020,In Process,,,30
23406,M,Mestizo,Belmopan City,Cayo,1/18/2021,In Process,,,54
23431,M,Mestizo,BELMOPAN,Cayo,8/1/2020,Terminated,,,54
23437,M,Mestizo,BELMOPAN,Cayo,8/1/2020,Dropped,,,66
23468,M,Creole,BELMOPAN,Cayo,8/1/2020,Terminated,,,30
23476,M,Creole,Belmopan City,Cayo,8/1/2020,Terminated,,,66
23490,F,Creole,Belize City,BELIZE,8/1/2020,In Process,,,20
23503,M,Other,BELMOPAN,Cayo,8/1/2020,In Process,,,10
23527,F,Creole,BELMOPAN,Cayo,8/1/2020,Terminated,,,30
23533,M,Other,,Cayo,8/17/2020,Graduated,5/20/2022,5/20/2022,30
23564,M,Mestizo,BELMOPAN,Cayo,8/1/2020,Terminated,,,30
23565,M,Mestizo,Belmopan City,Cayo,8/17/2020,In Process,1/12/2023,1/12/2023,30
23600,M,Creole,,BELIZE,8/15/2022,In Process,,,20
23609,M,Other,,STANN CREEK,8/1/2020,Terminated,,,36
23610,F,Creole,Belize City,BELIZE,8/15/2022,In Process,,,17
23617,F,Mestizo,Belize City,BELIZE,8/1/2020,In Process,,,22
23638,M,Mestizo,Belize City,BELIZE,1/18/2021,In Process,,,42
23666,F,Creole,,BELIZE,8/1/2020,Dropped,,,56
23687,M,Garifuna,,STANN CREEK,8/1/2020,Terminated,,,25
23695,F,Creole,,Cayo,8/17/2020,Graduated,5/20/2022,5/20/2022,24
23725,M,Mestizo,COROZAL TOWN,COROZAL,8/15/2022,In Process,,,13
23732,M,Other,,TOLEDO,8/17/2020,Dropped,1/18/2023,1/18/2023,45
23764,F,Other,,TOLEDO,8/1/2022,In Process,,,10
23787,M,Mayan,PUNTA GORDA TOWN,TOLEDO,8/1/2020,In Process,,,45
23817,M,Other,PUNTA GORDA TOWN,TOLEDO,8/17/2020,Graduated,7/22/2022,7/22/2022,45
23849,M,Creole,Belize City,BELIZE,8/1/2020,Terminated,,,42
23855,M,Garifuna,,BELIZE,8/1/2020,Terminated,,,10
23856,M,Creole,PUNTA GORDA TOWN,TOLEDO,8/1/2020,In Process,,,40
23885,M,Other,Belize City,BELIZE,1/1/2022,In Process,,,10
23892,M,Mestizo,,Cayo,8/1/2020,In Process,,,27
23919,M,Mestizo,,Cayo,1/17/2023,In Process,,,66
23921,F,Creole,,BELIZE,8/1/2022,In Process,,,10
23933,M,Garifuna,Belize City,BELIZE,8/13/2020,In Process,1/4/2023,1/4/2023,6
23963,M,Creole,Teakettle village,Cayo,8/1/2020,Dropped,,,30
23972,M,Mestizo,Belize City,BELIZE,8/17/2020,Graduated,5/20/2022,5/20/2022,10
24001,M,Mestizo,SAN IGNACIO,Cayo,8/17/2020,In Process,1/17/2023,1/17/2023,28
24028,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/17/2020,Graduated,7/22/2022,7/22/2022,32
24060,M,Creole,Belize City,BELIZE,8/1/2020,Terminated,,,23
24061,M,Mestizo,,ORANGE WALK,8/1/2020,Terminated,,,71
24072,M,Mestizo,Belmopan City,Cayo,8/1/2020,In Process,,,30
24086,F,Other,BELMOPAN,Cayo,8/1/2020,Terminated,,,30
24093,M,Other,DANGRIGA TOWN,STANN CREEK,8/17/2020,Graduated,5/20/2022,5/20/2022,25
24121,M,Mestizo,SANTA ELENA,Cayo,8/17/2020,In Process,,,21
24146,F,Mestizo,Belize City,BELIZE,1/1/2021,In Process,,,17
24167,M,Mestizo,BELMOPAN,Cayo,8/1/2020,Terminated,,,30
24173,M,Mayan,,Cayo,8/1/2020,Terminated,,,30
24179,F,Mayan,,TOLEDO,8/1/2020,Terminated,,,62
24187,M,Other,SAN IGNACIO TOWN,BELIZE,8/1/2020,Terminated,,,27
24191,M,Mestizo,DANGRIGA TOWN,STANN CREEK,8/1/2021,In Process,,,2
24194,M,Mestizo,Belize City,BELIZE,8/16/2021,In Process,1/3/2023,1/3/2023,20
24222,F,Creole,Belize City,Belize District,1/1/2022,In Process,,,17
24226,M,Mestizo,BELMOPAN,Cayo,8/1/2021,In Process,,,30
24245,M,Other,BELMOPAN,Cayo,8/1/2021,In Process,,,35
24265,M,Creole,Belize City,BELIZE,8/1/2021,In Process,,,33
24287,F,Ketchi,CITY OF BELMOPAN,Cayo,8/1/2021,In Process,,,30
24294,M,Creole,ORANGE WALK TOWN,ORANGE WALK,8/1/2021,In Process,,,33
24315,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/1/2021,In Process,,,33
24330,F,Creole,,Cayo,8/1/2021,In Process,,,50
24358,M,Mestizo,,BELIZE,8/15/2022,In Process,,,20
24365,M,Mestizo,,BELIZE,8/1/2021,In Process,,,17
24369,M,Ketchi,BELMOPAN,Cayo,8/1/2021,In Process,,,18
24396,M,Creole,Belize City,BELIZE,1/1/2022,In Process,,,40
24407,F,Mestizo,BELMOPAN,Cayo,1/17/2023,In Process,,,66
24412,M,Mestizo,PUNTA GORDA TOWN,TOLEDO,8/1/2021,In Process,,,11
24420,M,Creole,,BELIZE,8/1/2021,In Process,,,56
24432,M,Creole,BELMOPAN,Cayo,8/1/2021,Transferred,,,66
24443,F,Mestizo,,Cayo,8/1/2021,Dropped,,,38
24456,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/1/2021,In Process,,,16
24485,F,Garifuna,Belize City,BELIZE,8/1/2021,In Process,,,10
24509,F,Garifuna,LADYVILLE,BELIZE,8/1/2021,In Process,,,20
24528,F,Mestizo,,Cayo,8/16/2021,In Process,,,35
24556,F,Mestizo,BELMOPAN,Cayo,8/1/2021,Terminated,,,54
24558,M,Oriental,,STANN CREEK,1/1/2022,In Process,,,58
24571,F,Mayan,,ORANGE WALK,8/1/2021,In Process,,,41
24582,M,Creole,BELMOPAN,Cayo,8/1/2021,In Process,,,30
24610,M,Creole,ORANGE WALK TOWN,ORANGE WALK,8/1/2021,Dropped,,,7
24637,F,Mestizo,,Cayo,8/1/2021,In Process,,,30
24659,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2021,Dropped,,,38
24672,M,Creole,BELMOPAN,Cayo,8/1/2021,In Process,,,66
24688,M,Mestizo,,Cayo,8/1/2021,In Process,,,30
24696,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/16/2021,In Process,1/17/2023,1/17/2023,27
24723,M,Mestizo,Santa Elena Town,Cayo,8/1/2021,In Process,,,5
24736,F,Mestizo,,Cayo,8/1/2021,In Process,,,30
24755,M,Mestizo,Belize City,BELIZE,8/1/2021,In Process,,,19
24761,M,Mayan,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2021,In Process,,,38
24788,M,Mestizo,,Cayo,8/1/2021,In Process,,,27
24814,M,Oriental,ORANGE WALK ROAD,ORANGE WALK,1/1/2022,In Process,,,20
24827,M,Mestizo,,Cayo,8/1/2021,In Process,,,30
24832,M,Garifuna,DANGRIGA,STANN CREEK,8/1/2021,Terminated,,,2
24835,M,Creole,,TOLEDO,8/1/2021,In Process,,,45
24858,M,Mayan,,TOLEDO,8/1/2021,In Process,,,18
24883,F,Creole,Belize City,BELIZE,8/1/2021,In Process,,,22
24889,M,Creole,,COROZAL,8/1/2021,Dropped,,,7
24913,F,Other,Santa Elena Town,Cayo,8/1/2021,In Process,,,21
24936,M,Other,,Cayo,1/17/2023,In Process,,,38
24939,M,Creole,BELMOPAN,Cayo,8/1/2022,In Process,,,13
24950,M,East Indian,BELMOPAN,Cayo,8/1/2022,In Process,,,66
24955,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/1/2021,In Process,,,33
24963,M,Mestizo,CITY OF BELMOPAN,Cayo,8/15/2022,In Process,,,30
24972,M,Mestizo,,BELIZE,8/1/2022,In Process,,,53
24983,M,Ketchi,,TOLEDO,8/1/2021,In Process,,,45
24989,F,Mayan,PUNTA GORDA TOWN,TOLEDO,8/1/2021,In Process,,,45
25005,F,Creole,,BELIZE,1/1/2022,In Process,,,20
25012,F,Mestizo,,BELIZE,8/1/2022,In Process,,,63
25026,M,Creole,BELMOPAN,Cayo,1/1/2022,In Process,,,28
25043,M,Creole,Belize City,Belize District,1/1/2022,In Process,,,10
25054,M,Mayan,BELMOPAN,Cayo,1/1/2022,In Process,,,
25064,F,Other,,ORANGE WALK,1/1/2022,In Process,,,33
25081,M,Creole,Belize City,BELIZE,8/1/2022,Dropped,,,63
25083,M,Mayan,,Cayo,8/1/2022,In Process,,,21
25095,M,Mestizo,BELMOPAN,Cayo,8/1/2022,In Process,,,66
25109,M,Mestizo,,COROZAL,8/1/2022,In Process,,,72
25120,M,Mestizo,Belmopan City,Cayo,8/1/2022,In Process,,,72
25134,M,Mestizo,,TOLEDO,8/1/2022,In Process,,,25
25148,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2022,In Process,,,32
25163,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/1/2022,In Process,,,38
25177,M,Creole,,BELIZE,8/1/2022,In Process,,,53
25191,M,Mestizo,,BELIZE,8/1/2022,Dropped,,,53
25199,M,Creole,Belize City,BELIZE,8/1/2022,In Process,,,37
25202,F,Creole,Belmopan City,Cayo,8/1/2022,In Process,,,30
25215,M,Mestizo,BELMOPAN,Cayo,8/1/2022,In Process,,,54
25229,M,Creole,,STANN CREEK,8/1/2022,In Process,,,25
25231,M,Mayan,,TOLEDO,8/1/2022,In Process,,,33
25244,M,Mestizo,,BELIZE,8/1/2022,Dropped,,,20
25251,M,African,KANO CITY,Kano state,8/1/2022,In Process,,,
25253,M,Creole,,STANN CREEK,8/1/2022,In Process,,,36
25264,M,Creole,Belmopan City,BELIZE,8/1/2022,In Process,,,20
25275,M,Creole,DANGRIGA TOWN,STANN CREEK,8/1/2022,In Process,,,25
25281,M,Mestizo,SAN IGNACIO,Cayo,1/16/2022,In Process,,,11
25285,M,Mestizo,Belmopan City,Cayo,1/17/2023,In Process,,,38
25290,M,Mestizo,,Cayo,8/1/2022,Dropped,,,54
25297,F,Garifuna,,Cayo,8/1/2022,In Process,,,30
25311,M,Creole,Belize City,BELIZE,8/1/2022,In Process,,,42
25321,M,Creole,,STANN CREEK,8/1/2022,In Process,,,36
25336,M,East Indian,,TOLEDO,8/1/2022,In Process,,,36
25348,M,Mestizo,Belmopan City,Cayo,8/1/2022,In Process,,,30
25354,M,Mestizo,,STANN CREEK,8/1/2022,In Process,,,2
25365,M,Mestizo,PUNTA GORDA TOWN,TOLEDO,8/1/2022,In Process,,,45
25378,M,Creole,BELMOPAN,Cayo,8/1/2022,Graduated,,,30
25382,M,Creole,,BELIZE,8/1/2022,Dropped,,,63
25390,M,Mestizo,Santa Elena Town,Cayo,8/1/2022,In Process,,,21
25398,F,Mayan,Belmopan City,Cayo,8/1/2022,In Process,,,28
25409,F,Mestizo,SAN IGNACIO TOWN,Cayo,8/1/2022,In Process,,,27
25421,F,Creole,,BELIZE,8/1/2022,In Process,,,22
25428,M,Other,SAN IGNACIO,Cayo,8/1/2022,In Process,,,27
25442,M,Mayan,,STANN CREEK,8/1/2022,In Process,,,25
25444,M,Mestizo,BELMOPAN,Cayo,8/15/2022,Dropped,,,30
25452,F,Mestizo,Belize City,BELIZE,8/1/2022,In Process,,,22
25457,F,Creole,BELMOPAN,Cayo,8/1/2022,Dropped,,,30
25464,M,Mayan,PUNTA GORDA TOWN,TOLEDO,8/1/2022,In Process,,,62
25470,F,East Indian,PUNTA GORDA TOWN,TOLEDO,8/1/2022,In Process,,,45
25481,F,Mayan,,TOLEDO,8/14/2023,Dropped,,,18
25687,F,Unknown,Belize City,BELIZE,8/14/2006,Transferred,,,13
25743,F,Garifuna,PUNTA GORDA,TOLEDO,1/16/2006,Dropped,,,13